starId,movieId
s000003677,C119
s000003148,C119
s000008512,C119
s000006255,C119
s000004717,C119
s000007317,C119
s000002836,C119
s000003486,C120
s000003490,C120
s000003491,C120
s000004772,C120
s000005113,C120
s000002196,C120
s000000293,C120
s000001338,C120
s000005360,C120
s000000061,C120
s000008513,C120
s000005080,C120
s000002032,C121
s000005359,C121
s000003950,C121
s000001428,C121
s000005113,C121
s000001338,C121
s000002528,C121
s000004661,C121
s000005930,C121
s000005382,C121
s000002032,C122
s000001531,C122
s000004005,C122
s000005167,C122
s000002716,C122
s000004217,C122
s000002032,C123
s000005609,C123
s000002870,C123
s000008514,C123
s000004115,C123
s000002528,C123
s000007317,C123
s000003677,C123
s000004695,C123
s000002787,C123
s000008515,C123
s000003319,C123
s000005354,C124
s000003378,C124
s000003793,C124
s000002196,C124
s000003699,C124
s000002014,C124
s000005280,C124
s000000791,C124
s000001453,C124
s000008516,C126
s000000874,C126
s000000613,C127
s000000510,C127
s000005113,C127
s000002740,C127
s000006384,C127
s000002427,C127
s000003746,C127
s000006708,C127
s000001407,C127
s000003437,C127
s000001439,C127
s000005493,C127
s000008517,C127
s000004775,C127
s000003343,C127
s000000616,C127
s000005652,C127
s000006009,C127
s000008518,C127
s000005066,C127
s000005080,C127
s000004467,C129
s000005167,C129
s000000519,C129
s000003750,C129
s000003505,C129
s000005815,C129
s000001648,C129
s000001293,C129
s000000853,C129
s000004193,C129
s000008516,C129
s000000613,C131
s000003746,C131
s000008519,C131
s000005113,C131
s000004379,C131
s000001667,C131
s000001439,C131
s000006213,C131
s000002095,C131
s000001103,C131
s000001326,C134
s000005611,C134
s000000604,C134
s000000984,C134
s000000182,C134
s000002392,C135
s000005804,C135
s000007081,C135
s000006778,C135
s000003970,C135
s000006799,C135
s000002095,C135
s000008520,C135
s000008521,C135
s000000182,C135
s000008522,C135
s000002528,C135
s000001018,C135
s000005929,C135
s000008523,C135
s000007074,C135
s000000551,C135
s000005020,C136
s000001749,C136
s000008524,C136
s000006859,C136
s000008525,C136
s000008526,C136
s000004695,C136
s000004967,C136
s000006113,C136
s000002498,C136
s000001326,C140
s000005611,C140
s000008519,C140
s000000721,C140
s000001679,C142
s000000280,C142
s000001493,C142
s000000949,C142
s000008527,C142
s000001305,C142
s000002942,C142
s000004784,C142
s000002196,C143
s000004515,C143
s000006150,C143
s000008528,C143
s000002054,C143
s000006945,C143
s000000906,C143
s000002839,C146
s000004697,C146
s000003757,C146
s000001873,C146
s000006597,C146
s000008529,C146
s000006161,C157
s000003587,C157
s000000613,C160
s000006330,C160
s000005150,C160
s000000484,C160
s000008530,C160
s000000979,C160
s000005814,C160
s000001344,C161
s000003214,C161
s000001143,C161
s000006393,C161
s000003047,C161
s000006644,C161
s000007074,C161
s000008531,C161
s000003353,C165
s000002410,C165
s000004371,C165
s000002572,C165
s000004578,C165
s000002595,C165
s000005051,C165
s000008532,C171
s000005129,C171
s000008533,C171
s000000698,C171
s000000914,C171
s000003221,C171
s000001591,C171
s000001436,C171
s000006849,CaB1
s000008534,CaB1
s000008535,CaB1
s000003562,CaB1
s000008536,CaB1
s000008537,CaB1
s000008538,CaB1
s000008539,CaB6
s000008540,CaB6
s000006859,CaB6
s000008541,CaB6
s000007418,CAd10
s000008542,CAd10
s000008543,CAd10
s000006859,CAd10
s000007679,CaF10
s000008544,CaF10
s000008312,CaF10
s000008545,CaF10
s000004204,CaF10
s000008546,CaF10
s000006859,CaF10
s000006859,CaF10
s000005903,CaG1
s000000281,CaG1
s000005078,CaG1
s000002281,CaG1
s000008407,CaG1
s000005577,CaG1
s000008547,CaG1
s000005037,CAL15
s000004924,CAL15
s000001451,CAL20
s000001580,CAL20
s000008548,CAL20
s000008549,CAL20
s000008550,CAL20
s000006859,CAL20
s000001963,CAL25
s000005401,CAL25
s000008549,CAL25
s000008550,CAL25
s000004319,CAL25
s000008551,CAL35
s000008552,CAL35
s000001973,CAL35
s000004924,CAL36
s000001451,CAL36
s000003771,CAL36
s000008553,CAL36
s000006859,CAL36
s000006859,CAL36
s000008548,CAL46
s000002170,CAL46
s000002978,CAm30
s000007454,CAm30
s000005241,CAN10
s000005527,CaR1
s000001966,CaR1
s000006740,CaR1
s000008554,CaR1
s000002281,CaR1
s000008555,CaR1
s000004724,CaR1
s000004990,CaR1
s000008556,CaR5
s000005399,CaR5
s000006655,CaR5
s000005213,CaR5
s000003585,CaR5
s000003263,CaR5
s000005626,CaR7
s000002363,CaR7
s000006348,CaR7
s000003598,CaR7
s000000096,CaR7
s000002191,CaR7
s000002939,CaR7
s000005214,CaR7
s000004392,CaR7
s000000829,CaR15
s000008557,CaR15
s000000454,CaR15
s000004976,CaR15
s000002207,CaR15
s000005851,CaR15
s000001433,CaR15
s000002939,CaR15
s000006036,CaR15
s000005729,CaR15
s000001270,CaR15
s000005976,CaR15
s000003974,CaR20
s000006499,CaR20
s000005527,CaR20
s000005213,CaR20
s000003974,CaR21
s000004904,CaR21
s000000025,CaR21
s000003857,CaR21
s000001875,CaR21
s000003974,CaR22
s000006301,CaR22
s000006505,CaR22
s000000473,CaR22
s000006859,CaR22
s000008558,CaR22
s000008559,CaR22
s000003974,CaR24
s000006227,CaR24
s000006133,CaR24
s000002605,CaR27
s000008560,CaR27
s000008561,CaR30
s000000321,CaR30
s000006859,CaR30
s000006859,CaR30
s000006859,CaR30
s000008562,CaR30
s000000100,CaR31
s000001831,CaR31
s000008563,CaR31
s000008564,CaR31
s000002009,CaR31
s000005942,CaR31
s000005135,CaR31
s000008565,CaR31
s000008380,CaR31
s000000227,CaR35
s000006833,CaR35
s000001953,CaR35
s000004527,CaR35
s000005129,CaR35
s000004221,CaR38
s000007732,CaR38
s000008566,CaR38
s000008567,CaR38
s000008568,CaR38
s000008569,CaR38
s000008570,CaR38
s000003455,CaS10
s000003484,CaS10
s000005786,CaS10
s000000311,CaS10
s000001567,CB14
s000000259,CB14
s000004319,CB14
s000000418,CB15
s000002303,CB15
s000000259,CB15
s000004319,CB15
s000001568,CB18
s000008571,CB18
s000008572,CB18
s000004278,CB18
s000006859,CB18
s000008573,CBa30
s000002567,CBa30
s000006924,CBa30
s000001949,CBa30
s000000664,CBa40
s000004370,CBa40
s000008574,CBa40
s000008575,CBa40
s000001252,CBa40
s000008576,CBa40
s000008577,CBa45
s000000804,CBa45
s000002533,CBa45
s000005318,CBa45
s000008578,CBa50
s000003681,CBa50
s000006101,CBa50
s000005315,CBa50
s000004967,CBa50
s000001385,CBe10
s000006576,CBe10
s000008579,CBe10
s000005228,CBd10
s000005399,CBd10
s000002207,CBd10
s000000267,CBd10
s000005810,CBd20
s000001559,CBd20
s000003020,CBd20
s000003144,CBd20
s000001272,CBl20
s000008580,CBl25
s000008581,CBl25
s000008582,CBl25
s000008583,CBl25
s000006478,CBl26
s000008584,CBl30
s000008585,CBl30
s000008586,CBl32
s000008587,CBl35
s000003357,CBl40
s000002984,CBl60
s000008588,CBl67
s000008589,CBl67
s000002827,CBl67
s000008590,CBl69
s000008591,CBl69
s000008592,CBl70
s000008593,CBl73
s000008594,CBl80
s000003221,CBm10
s000003829,CBm10
s000002596,CBm11
s000003534,CBm11
s000008595,CBm11
s000003691,CBm60
s000001368,CBm60
s000003873,CBP10
s000006655,CBP10
s000001967,CBP10
s000001820,CBP10
s000001218,CBP10
s000004409,CBP12
s000004818,CBP12
s000002606,CBP12
s000008596,CBt3
s000007109,CBt10
s000008597,CBt10
s000008598,CBt10
s000002319,CBt10
s000008599,CBt10
s000008600,CBt10
s000008601,CBt10
s000008484,CBt10
s000004097,CBt10
s000008602,CBt10
s000008603,CBt10
s000008604,CBt10
s000008605,CBt10
s000008606,CBt15
s000008607,CBt15
s000000725,CBt15
s000008608,CBt15
s000008609,CBt15
s000005686,CBu8
s000008610,CBu8
s000001088,CBu10
s000002916,CBu10
s000006859,CBu10
s000008611,CBu12
s000008610,CBu12
s000008612,CBu12
s000006335,CBw9
s000000330,CBw9
s000001705,CBw9
s000002188,CBw12
s000002277,CBw12
s000008613,CBw12
s000006926,CBw12
s000008614,CBw12
s000002188,CBw15
s000002277,CBw15
s000006001,CBw15
s000008615,CBw15
s000008058,CBw15
s000007737,CBw15
s000002188,CBw17
s000000545,CBw17
s000008616,CBw17
s000001706,CBw17
s000008617,CBw17
s000008618,CBw17
s000008619,CBw18
s000006001,CBw18
s000008620,CBw18
s000004629,CBw18
s000000590,CBw18
s000008621,CBw18
s000000191,CBw18
s000002188,CBw19
s000004329,CBw19
s000006001,CBw19
s000005123,CBw19
s000004183,CBw19
s000004238,CBw19
s000001326,CBw22
s000002171,CBw22
s000002054,CBw22
s000008622,CBw22
s000001231,CBw22
s000008623,CBw22
s000004238,CBw22
s000001326,CBw27
s000005161,CBw27
s000000205,CBw27
s000006229,CBw27
s000001326,CBw28
s000002171,CBw28
s000003413,CBw28
s000002188,CBw29
s000003913,CBw29
s000005144,CBw29
s000000384,CBw29
s000004747,CBw29
s000005360,CBw29
s000004761,CBw29
s000001564,CBw29
s000001326,CBw31
s000000379,CBw31
s000006229,CBw31
s000001680,CBw31
s000006121,CBw31
s000005968,CBw31
s000005789,CBw31
s000000879,CBw31
s000000628,CBw31
s000001255,CBw31
s000006222,CBw31
s000003699,CBw31
s000003769,CBw32
s000002603,CBw32
s000002171,CBw32
s000002188,CBw33
s000000678,CBw33
s000004761,CBw33
s000003948,CBw33
s000005929,CBw33
s000006641,CBw33
s000001858,CBw33
s000004757,CBw33
s000002171,CBw35
s000005690,CBw35
s000004187,CBw35
s000000205,CBw35
s000001153,CBw35
s000005567,CBw35
s000003769,CBw36
s000000714,CBw36
s000005023,CBw36
s000003158,CBw36
s000004757,CBw36
s000005567,CBw36
s000006506,CBw36
s000000793,CBw36
s000004506,CBw36
s000001452,CBw36
s000005123,CBw36
s000006255,CBw36
s000006249,CBw37
s000007343,CBw37
s000004758,CBw37
s000001153,CBw37
s000003699,CBw37
s000006255,CBw37
s000000718,CBw37
s000005968,CBw38
s000003451,CBw38
s000002962,CBw38
s000008624,CBw38
s000004164,CBw38
s000008625,CBw38
s000005239,CBw38
s000001749,CBw41
s000007375,CBw41
s000007255,CBw41
s000006641,CBw41
s000004375,CBw41
s000004090,CBw41
s000003542,CBw41
s000006113,CBw41
s000003700,CBw41
s000003115,CBw41
s000005808,CBw41
s000008626,CBw41
s000001865,CBw41
s000008627,CBw41
s000006374,CBw41
s000001700,CBw41
s000006113,CBw42
s000005399,CBw42
s000005233,CBw42
s000001338,CBw42
s000003507,CBw42
s000008628,CBw42
s000004761,CBw42
s000003317,CBw42
s000006374,CBw42
s000008629,CBw42
s000005713,CBw42
s000002824,CBw42
s000004867,CBw43
s000006799,CBw43
s000003062,CBw43
s000002768,CBw45
s000008630,CBw45
s000008631,CBw45
s000002548,CBw45
s000004840,CBw45
s000002237,CBw45
s000008632,CBw45
s000001682,CBw48
s000003600,CBw48
s000006806,CBw48
s000006001,CBw48
s000008633,CBw48
s000000857,CBw48
s000000480,CBw48
s000006559,CBx10
s000004530,CBx10
s000006005,CBx10
s000008634,CBx10
s000004512,CBy10
s000008635,CBy10
s000001048,CC43
s000005074,CC43
s000008636,CC43
s000008637,CC43
s000008638,CC43
s000001048,CC60
s000001048,CC62
s000005074,CC62
s000008639,CC62
s000000512,CC62
s000000904,CC62
s000001048,CC64
s000005074,CC64
s000008640,CC66
s000005613,CC66
s000005074,CC66
s000008641,CC66
s000000512,CC66
s000008639,CC66
s000001048,CC68
s000001048,CC70
s000001244,CC70
s000005074,CC70
s000001048,CC73
s000008642,CC73
s000006058,CC73
s000004480,CC73
s000001048,CC75
s000008643,CC75
s000003282,CC75
s000008644,CC75
s000001048,CC76
s000001078,CC76
s000004486,CC76
s000001048,CC77
s000002325,CC77
s000000512,CC77
s000001214,CC77
s000005516,CC77
s000003894,CC77
s000008645,CC77
s000001048,CC78
s000002325,CC78
s000004634,CC78
s000002192,CC78
s000001428,CC78
s000002276,CC78
s000003894,CC78
s000001048,CC79
s000008642,CC79
s000006058,CC79
s000004480,CC79
s000001048,CC80
s000008646,CC80
s000001048,CC80
s000000600,CC80
s000008647,CC80
s000001053,CC80
s000000793,CC80
s000003221,CC80
s000001048,CC82
s000001048,CC83
s000002714,CC83
s000008648,CCa10
s000006859,CCa10
s000006859,CCa10
s000006859,CCa10
s000006859,CCa10
s000006859,CCa10
s000004302,CCa13
s000005994,CCa13
s000008649,CCa13
s000006258,CCa13
s000008650,CCa13
s000008651,CCa13
s000008652,CCa13
s000008653,CCa13
s000006860,CCa13
s000006860,CCa13
s000007679,CCa13
s000002044,CCb10
s000002054,CCb10
s000006858,CCb10
s000003239,CCb10
s000007129,CCb10
s000008654,CCb10
s000001103,CCb10
s000000089,CCG1
s000005744,CCG1
s000004319,CCG1
s000008655,CCG3
s000008656,CCG3
s000004319,CCG3
s000008657,CCG3
s000004802,CCG3
s000001560,CCG3
s000004319,CCG4
s000005744,CCG4
s000008658,CCG4
s000008659,CCG4
s000008660,CCG4
s000003612,CCG7
s000005858,CCG7
s000004047,CCG7
s000005686,CCG7
s000007231,CCG7
s000008661,CCG7
s000008019,CCG7
s000001129,CCG8
s000008662,CCG8
s000006859,CCG8
s000008663,CCG8
s000006729,CCG10
s000000497,CCG10
s000002710,CCG10
s000000574,CCG10
s000003870,CCG10
s000008664,CCG10
s000002541,CCG10
s000008665,CCG10
s000008666,CCG10
s000006859,CCG10
s000003503,CCG15
s000004434,CCG15
s000002058,CCG15
s000008667,CCG15
s000008668,CCG15
s000008669,CCG15
s000008670,CCG15
s000008671,CCG15
s000006260,CCG24
s000002827,CCG24
s000000070,CCG24
s000007140,CCG24
s000006859,CCG24
s000000236,CCG24
s000008672,CCG24
s000008664,CCG24
s000008673,CCG24
s000007245,CCo1
s000001362,CCo3
s000004903,CCo3
s000005939,CCo3
s000006859,CCo3
s000006859,CCo3
s000000908,CCo4
s000006866,CCo4
s000004677,CCo4
s000001362,CCo5
s000004903,CCo5
s000005939,CCo5
s000002710,CCo5
s000004676,CCo5
s000008674,CCo5
s000008675,CCo5
s000008350,CCo5
s000008676,CCo5
s000006859,CCo5
s000006689,CCo6
s000001979,CCo6
s000000763,CCo6
s000008677,CCo6
s000005056,CCo6
s000008678,CCo6
s000008679,CCo6
s000008680,CCo6
s000006859,CCo6
s000008681,CCo6
s000008682,CCo10
s000002617,CCo11
s000005531,CCo11
s000005331,CCo11
s000006859,CCo11
s000006689,CCo12
s000008683,CCo12
s000008684,CCo12
s000008685,CCo12
s000008686,CCo12
s000008687,CCo12
s000007045,CCo12
s000008688,CCo12
s000008689,CCo14
s000008690,CCo14
s000002627,CCo14
s000005819,CCo14
s000008691,CCo14
s000001131,CCo14
s000008306,CCo14
s000006490,CCo14
s000001131,CCo14
s000006855,CCo14
s000006997,CCo14
s000008692,CCo14
s000007779,CCo14
s000008693,CCo14
s000002975,CCo14
s000006860,CCo14
s000006860,CCo14
s000007456,CCr10
s000002807,CCr10
s000006496,CCr10
s000008694,CCr10
s000008695,CCr10
s000008696,CCr10
s000008697,CCr10
s000008698,CCr10
s000008699,CCr10
s000008700,CCr10
s000008701,CCr10
s000008702,CCr12
s000008703,CCr12
s000007480,CCr12
s000000070,CCr12
s000006867,CCr12
s000001129,CCr12
s000008704,CCr12
s000008705,CCr12
s000008706,CCr12
s000005594,CCw2
s000008707,CCw2
s000001619,CCw2
s000002036,CCw2
s000008708,CCw2
s000008709,CCw2
s000008710,CCw2
s000008711,CCw2
s000008380,CCw2
s000008712,CCw2
s000005994,CCw2
s000008713,CCw2
s000005786,CCw2
s000008714,CCw2
s000008715,CCw2
s000001357,CCw5
s000006848,CCw5
s000008716,CCw5
s000005041,CCw5
s000008717,CCw5
s000008718,CCw5
s000008719,CCw5
s000008720,CCw5
s000008721,CCw5
s000001357,CCw10
s000001606,CCw10
s000008722,CCw10
s000008723,CCw10
s000005456,CCw10
s000004752,CD8
s000005634,CD8
s000005034,CD8
s000005574,CD8
s000000098,CD8
s000000921,CD8
s000000146,CD8
s000003520,CD8
s000000842,CD8
s000003612,CD8
s000001900,CD11
s000004037,CD11
s000006557,CD11
s000004040,CD11
s000004587,CD20
s000002689,CD20
s000008724,CD20
s000008725,CD20
s000003128,CD20
s000004587,CD22
s000008724,CD22
s000008726,CD22
s000003663,CD22
s000002689,CD22
s000002754,CD22
s000008727,CD22
s000008725,CD22
s000000436,CD28
s000006330,CD28
s000005884,CD28
s000004090,CD28
s000006330,CD29
s000007694,CD29
s000002666,CD29
s000003235,CD29
s000004090,CD29
s000005334,CD29
s000002395,CD29
s000005630,CD29
s000004921,CD29
s000005597,CD33
s000006505,CD33
s000001997,CD33
s000006774,CD33
s000008728,CD33
s000008729,CD33
s000008730,CDe10
s000003163,CDe10
s000002207,CDe10
s000002509,CDe10
s000008731,CDe10
s000000200,CDe10
s000006575,CdG1
s000004747,CdG1
s000002567,CdG1
s000001018,CdG1
s000002655,CdG1
s000001914,CDM1
s000008732,CDM1
s000008733,CDM1
s000008734,CDM1
s000008735,CDM1
s000008736,CDM1
s000001914,CDM3
s000008737,CDM3
s000008738,CDM3
s000008735,CDM3
s000008734,CDM3
s000008739,CDM3
s000008740,CDM6
s000006506,CDM7
s000008741,CDM8
s000008742,CDM9
s000005338,CDM9
s000004906,CDM9
s000003328,CDM9
s000002669,CDM9
s000008736,CDM9
s000001108,CDM10
s000006067,CDM11
s000008743,CDM12
s000001121,CDM13
s000001922,CDM15
s000000333,CDM15
s000001922,CDM16
s000006067,CDM17
s000004906,CDM17
s000008744,CDM17
s000008745,CDM17
s000005338,CDM17
s000008746,CDM17
s000001488,CDM17
s000006495,CDM18
s000002687,CDM18
s000008747,CDM18
s000008748,CDM18
s000008749,CDM18
s000008750,CDM18
s000001922,CDM22
s000008751,CDM32
s000008752,CDM32
s000008753,CDM32
s000002855,CDM32
s000008754,CDM32
s000003960,CDM32
s000008755,CDM32
s000003679,CDM32
s000005338,CDM32
s000005210,CDM40
s000006062,CDM40
s000008756,CDM40
s000008751,CDM40
s000001431,CDM40
s000000271,CDM40
s000005338,CDM40
s000000603,CDM40
s000005338,CDM45
s000008757,CDM45
s000006506,CDM51
s000003709,CDM51
s000005567,CDM51
s000006237,CDM51
s000006372,CDM51
s000001367,CDM51
s000008758,CDM51
s000005128,CDM51
s000008759,CDM51
s000001564,CDM52
s000008760,CDM52
s000003106,CDM52
s000006832,CDM52
s000008761,CDM52
s000008762,CDM54
s000008763,CDM54
s000005043,CDM54
s000003913,CDM56
s000003473,CDM56
s000003531,CDM56
s000001165,CDM56
s000003237,CDM56
s000008764,CDM56
s000002831,CDM56
s000004879,CDM56
s000001165,CDM59
s000008765,CDM59
s000006666,CDM59
s000008766,CDM59
s000005567,CDM59
s000003237,CDM59
s000005808,CDM59
s000004431,CDM59
s000004941,CDM59
s000002831,CDM59
s000006828,CDM60
s000001252,CDM64
s000000212,CDM64
s000000545,CDM64
s000008767,CDM64
s000006859,CDM64
s000006859,CDM64
s000002659,CDM64
s000006779,CDM64
s000004101,CDM64
s000003913,CDM68
s000005896,CDM73
s000004082,CDM73
s000006094,CDM73
s000005042,CDM73
s000004758,CDM73
s000001650,CDM73
s000005092,CDM73
s000005280,CDM73
s000008768,CDM73
s000003304,CDM73
s000006230,CDM73
s000006552,CDM75
s000004239,CDM75
s000002325,CDM75
s000002325,CDM77
s000001252,CDM77
s000003196,CDM77
s000001453,CDM77
s000003239,CDM77
s000000625,CDM77
s000008769,CDM77
s000006653,CDM77
s000005808,CDM77
s000006372,CDM77
s000002448,CDM77
s000002548,CDM77
s000004046,CDM77
s000004027,CDM78
s000003451,CDM78
s000005513,CDM78
s000006653,CDM78
s000003507,CDM78
s000006859,CDM78
s000006859,CDM78
s000006859,CDM78
s000006092,CDM78
s000002989,CDM79
s000006655,CDM79
s000002387,CDM79
s000002776,CDM79
s000005968,CDM79
s000003464,CDM79
s000003248,CDM79
s000008770,CDM79
s000006653,CDM79
s000008771,CDM79
s000006202,CDM79
s000002776,CDM80
s000000802,CDM80
s000005354,CDM80
s000000408,CDM80
s000002035,CDM80
s000001513,CDM80
s000001574,CDM80
s000006506,CDM80
s000006653,CDM80
s000008772,CDM80
s000000132,CDM80
s000000970,CDM80
s000001732,CDM80
s000002595,CDM80
s000005606,CDM80
s000005047,CDM80
s000004777,CDM80
s000006859,CDM80
s000003170,CDN10
s000008773,CDr9
s000005750,CDr9
s000005764,CDr9
s000000209,CDr9
s000006859,CDr9
s000008774,CDr10
s000008775,CDr10
s000008776,CDr10
s000008777,CDr10
s000008778,CDr10
s000008779,CDr10
s000008780,CDr10
s000008781,CDr10
s000006859,CDr10
s000006859,CDr10
s000008782,CDr30
s000008783,CDr30
s000008784,CDr30
s000008785,CDr30
s000008786,CDr30
s000008787,CDu10
s000006859,CDu10
s000008788,CDv10
s000008789,CDv10
s000001778,CEa1
s000006487,CEa1
s000004262,CEa1
s000008790,CEa1
s000001778,CEa2
s000000601,CEa2
s000008791,CEa2
s000001778,CEa3
s000002245,CEa3
s000003697,CEa3
s000004126,CEa3
s000006400,CEa3
s000008792,CEa3
s000000653,CEa3
s000008793,CEa3
s000008794,CEa3
s000001436,CEa3
s000001778,CEa4
s000003697,CEa4
s000002810,CEa4
s000005051,CEa4
s000001778,CEa5
s000008795,CEa5
s000008796,CEa5
s000003638,CEa5
s000008301,CEa5
s000001353,CEa5
s000001353,CEa5
s000004126,CEa5
s000000653,CEa5
s000006860,CEa5
s000008797,CEa5
s000008798,CEa5
s000008799,CEa5
s000002518,CEa5
s000006860,CEa5
s000001778,CEa6
s000003279,CEa6
s000004097,CEa6
s000002900,CEa6
s000001778,CEa7
s000003128,CEa7
s000006859,CEa7
s000001127,CEa7
s000003431,CEa7
s000008800,CEa7
s000008801,CEa7
s000001778,CEa8
s000001781,CEa8
s000004116,CEa8
s000003275,CEa8
s000001778,CEa9
s000003697,CEa9
s000002810,CEa9
s000001618,CEa9
s000001699,CEa9
s000004519,CEa9
s000006156,CEa9
s000001378,CEa9
s000004997,CEa9
s000003305,CEa9
s000006859,CEa11
s000008006,CEa12
s000006390,CEa12
s000008802,CEa12
s000008803,CEa12
s000001778,CEa13
s000004904,CEa13
s000001778,CEa14
s000007584,CEa14
s000001778,CEa15
s000005692,CEa15
s000003163,CEa15
s000000691,CEa15
s000005786,CEa15
s000000679,CEa15
s000004285,CEa15
s000008804,CEa15
s000008805,CEa15
s000008806,CEa15
s000001778,CEa16
s000002511,CEa16
s000002139,CEa16
s000002627,CEa16
s000002012,CEa16
s000005428,CEa16
s000007301,CEa16
s000008807,CEa16
s000001296,CEa17
s000001778,CEa17
s000008808,CEa17
s000008809,CEa17
s000006859,CEa17
s000001577,CEa17
s000001778,CEa18
s000006020,CEa18
s000008810,CEa18
s000008811,CEa18
s000008812,CEa18
s000006859,CEa18
s000006859,CEa18
s000006860,CEa18
s000001778,CEa19
s000008813,CEa19
s000002511,CEa19
s000002617,CEa19
s000008814,CEa19
s000002315,CEa19
s000008815,CEa19
s000001476,CEa19
s000003954,CEa19
s000001777,CEa19
s000001780,CEa19
s000007352,CEa20
s000008816,CEa20
s000006859,CEa20
s000001777,CEa20
s000008817,CEa20
s000008818,CEa20
s000006178,CEa20
s000006859,CEa20
s000001778,CEa21
s000008819,CEa21
s000008820,CEa21
s000006390,CEa21
s000003561,CEa21
s000008821,CEa21
s000001911,CEa21
s000008822,CEa21
s000008823,CEa21
s000007547,CEd10
s000008824,CEd10
s000001390,CEd10
s000008825,CEd10
s000003039,CEd10
s000002429,CEd10
s000006474,CEd10
s000008826,CEd10
s000005253,CEd10
s000008827,CEd20
s000008828,CEd20
s000001390,CEd20
s000002087,CEd20
s000008829,CEd20
s000008830,CEd20
s000008831,CfO10
s000005269,CfO10
s000003161,CfO10
s000000513,CfO20
s000008832,CFr10
s000008833,CFr10
s000008834,CFr10
s000006514,CFr10
s000008835,CFr10
s000000596,CGi10
s000008836,CGi10
s000008837,CGl10
s000008838,CGl10
s000008839,CGl10
s000008840,CGl10
s000008841,CGl10
s000008837,CGl25
s000008842,CGl35
s000008843,CGl35
s000008844,CGl35
s000008845,CGl35
s000005118,CGl115
s000001568,CGl115
s000008846,CGo10
s000002969,CGo15
s000002911,CGr10
s000004611,CGr10
s000001237,CGy10
s000001357,CHa10
s000005991,CHa10
s000003724,CHa10
s000002538,CHa10
s000008208,CHa18
s000007302,CHa20
s000008847,CHa20
s000008848,CHa20
s000007495,CHa20
s000002934,CHa20
s000006859,CHa20
s000004347,CHa20
s000006020,CHa25
s000000285,CHa25
s000008849,CHa25
s000008850,CHa25
s000008851,CHa25
s000000389,CHa27
s000007352,CHa27
s000001592,CHa27
s000007759,CHa27
s000008852,CHa27
s000008853,CHa27
s000008854,CHa27
s000006859,CHa27
s000003196,ChB9
s000003769,ChB9
s000005904,ChB9
s000006001,ChB9
s000002394,ChB9
s000002772,ChB9
s000004389,ChB9
s000008855,ChC4
s000006507,ChC4
s000002083,ChC4
s000006627,ChC4
s000004962,ChC4
s000001669,ChC6
s000007547,ChC7
s000002847,ChC7
s000001985,ChC7
s000002755,ChC7
s000000612,ChC8
s000002847,ChC11
s000005219,ChC11
s000003967,ChC11
s000002440,ChC11
s000008856,ChC11
s000006556,ChC11
s000008857,ChC11
s000002457,ChC11
s000008858,ChC11
s000008859,ChC11
s000008860,ChC11
s000000433,ChC11
s000008861,ChC13
s000006859,ChC13
s000001131,ChC30
s000008862,ChC30
s000003364,ChC30
s000004787,ChC30
s000000053,ChC30
s000006859,ChC30
s000001759,ChD10
s000000454,ChD10
s000002884,ChD10
s000008863,ChD10
s000008864,ChD10
s000000791,ChD10
s000008865,ChD10
s000002089,ChE1
s000002719,ChE1
s000002949,ChE1
s000000613,ChE1
s000006611,ChE1
s000001165,ChE2
s000003844,ChE2
s000003871,ChE2
s000003316,ChE2
s000008866,ChE2
s000003723,ChE2
s000008867,ChE2
s000004345,ChE2
s000004054,ChE2
s000004264,ChF7
s000003169,ChF7
s000002680,ChF10
s000000304,ChF10
s000001827,ChF10
s000000285,ChG1
s000008868,ChG1
s000006484,ChG1
s000007305,ChG1
s000005731,ChG1
s000004090,ChG1
s000000061,ChG1
s000003700,ChG1
s000001131,ChG1
s000008869,ChG10
s000000311,ChG10
s000008870,ChG10
s000006723,ChG10
s000002012,ChG10
s000008871,ChG10
s000008872,ChG10
s000000473,ChG10
s000006859,ChG10
s000008873,ChG10
s000008874,ChG15
s000004676,ChG15
s000000306,ChG15
s000002482,ChG15
s000008875,ChG15
s000006664,ChG15
s000001910,ChG18
s000007772,ChG18
s000007376,ChH3
s000008876,ChH3
s000007412,ChH3
s000008877,ChH3
s000008878,ChH3
s000008879,ChH3
s000008880,ChH3
s000004895,ChH3
s000008881,ChH3
s000008882,ChH3
s000007388,ChH3
s000008883,ChH3
s000005947,ChH10
s000008884,ChH10
s000004678,ChH10
s000000782,ChH10
s000003043,ChH10
s000008115,ChH10
s000002776,CH5
s000004524,CH5
s000005000,CH5
s000007152,CH5
s000005238,CH5
s000003128,CH5
s000008885,CH5
s000003513,CH5
s000002776,CH10
s000003889,CH10
s000000389,CH10
s000003937,CH10
s000008853,ChN10
s000006859,ChN10
s000008886,ChJ12
s000004924,ChJ30
s000003713,ChJ30
s000008887,ChJ30
s000002769,ChJ30
s000008888,ChJ36
s000000957,ChJ36
s000007015,ChJ50
s000008889,ChJ74
s000003112,ChJ74
s000006859,ChJ74
s000001081,ChK10
s000008890,ChK10
s000008891,ChK10
s000008891,ChK13
s000001081,ChK13
s000008892,ChK13
s000003483,ChL1
s000008893,ChL1
s000008894,ChL1
s000002207,ChM20
s000003837,ChM20
s000008895,ChM20
s000000210,CHo5
s000008896,CHo5
s000002479,CHo5
s000000702,CHo5
s000006826,CHo5
s000001011,CHo5
