id,name,birthYear
s000013895,Radha Mitchell,
s000013896,Mirella DAngelo,
s000013897,Wanda McKay,
s000013898,Armida,
s000013899,Sophia Adella Hernandez,
s000013900,Fredia Gibbs,
s000013901,Maria Conchito Alonso,
s000013902,Lon Channey,
s000013903,Kay Harding,
s000013904,Kurt Hatch,
s000013905,Adele Jergens,
s000013906,Betty Hill,
s000013907,Lou Payton,
s000013908,Dorothy Burgess,
s000013909,Patricia Knox,
s000013910,Margeret Armstrong,
s000013911,Dean Miller,
s000013912,Michelle Nichols,
s000013913,Mark Lenard,
s000013914,Robin Curtis,
s000013915,Robert Ellenstein,
s000013916,George Takai,
s000013917,Stephen Tabolowsky,
s000013918,Jean deBaer,
s000013919,David Margulies,
s000013920,Freda Fon Shen,
s000013921,Richard Slattery,
s000013922,Jesse Owens,
s000013923,Jim Abbott,
s000013924,Peggy Stuart,
s000013925,Charles Gordon,
s000013926,Snead Cusack,
s000013927,Philip Jackson,
s000013928,Jessie Mathews,
s000013929,Bob Cresse,
s000013930,Special K McCray,
s000013931,Greg Altman,
s000013932,Ren\'e Creste,
s000013933,Marcel L\'evesque,
s000013934,Diana Monti,
s000013935,Marisa Merlini,
s000013936,Barbara Hendricks,
s000013937,Luca Canonici,
s000013938,Gino Quilico,
s000013939,Angela Blasi,
s000013940,Massimiomo Girotti,
s000013941,Jose Carreras,
s000013942,Carloine Munro,
s000013943,Gerge Baker,
s000013944,Sydnet Taffer,
s000013945,Desmond LLewellyn,
s000013946,Michael Wilkins,
s000013947,Elen Greene,
s000013948,Jane Krakowski,
s000013949,"Thomas vonBr\""omssen",
s000013950,Leif Ericson,
s000013951,Christina Garvin,
s000013952,Ralph Carlsson,
s000013953,Viveca Dahlen,
s000013954,Laura Harrington,
s000013955,Darlene Cates,
s000013956,John C. Reilly,
s000013957,McGuire,
s000013958,Carrie-Anne Moss,
s000013959,Hugette Duclos,
s000013960,Maxime Desjardins,
s000013961,Marion Dorian,
s000013962,Max Parrish,
s000013963,Timothy Leary,
s000013964,Andrea Naschak,
s000013965,Anja Suli,
s000013966,Bella Lehczky,
s000013967,Chason Adams,
s000013968,John Pleshette,
s000013969,Laurie OConnor,
s000013970,Thelma Hopkins,
s000013971,Burt Ward,
s000013972,Vanda Godsell,
s000013973,Peter Jeffries,
s000013974,Frank Grimes,
s000013975,Mitchell Lewis,
s000013976,Carroll Nye,
s000013977,Natalie Moorhead,
s000013978,Ernest Torence,
s000013979,Fred Evey,
s000013980,Rob Estes,
s000013981,Mitzi Kapture,
s000013982,Jim xxx,
s000013983,Robert Gossett,
s000013984,John Bynes,
s000013985,Tom Adams,
s000013986,Karl Stepanek,
s000013987,Felix Felton,
s000013988,Lina Polito,
s000013989,Nino Bignamini,
s000013990,Isa Daniela,
s000013991,Elena Fiori,
s000013992,Luca deFillipo,
s000013993,Paolo Villagio,
s000013994,Iain Cuthbertson,
s000013995,Gary Warren,
s000013996,Sally Thomsett,
s000013997,Lynne Frederick,
s000013998,Rosalyn Lander,
s000013999,Marc Granger,
s000014000,Tommy Pender,
s000014001,Bernard Cribbens,
s000014002,Davis Tomlison,
s000014003,Marilyn Chris,
s000014004,Barbara Carson,
s000014005,Mary Jane Higby,
s000014006,Bob Waterfield,
s000014007,Tamba,
s000014008,Angela Green,
s000014009,Jean Wiles,
s000014010,Zamba,
s000014011,Toby Wing,
s000014012,Harry Warren,
s000014013,Al Dubin,
s000014014,Rosalind Marquis,
s000014015,Bobby Jordan,
s000014016,Olivia deHaviland,
s000014017,Hugh Sothern,
s000014018,Lew Harvey,
s000014019,Trevor Bardette,
s000014020,Arthur Aylesworth,
s000014021,Dorothy Tree,
s000014022,Clem Bevans,
s000014023,Leonore Aubert,
s000014024,Jean Simmon,
s000014025,Mary McCarty,
s000014026,Arthur Hunnicutt,
s000014027,Paula Corday,
s000014028,Scott Elliott,
s000014029,Barbara Darrow,
s000014030,Barbara Dobbins,
s000014031,Ariyan Johnson,
s000014032,Nikki D,
s000014033,Cee Asia,
s000014034,Raymond Griffith,
s000014035,Russel Gleason,
s000014036,Grace Bradley,
s000014037,The Avalon Boys,
s000014038,Noah Beery~jr,
s000014039,Walker Huston,
s000014040,Kevin OShea,
s000014041,George Tyne,
s000014042,Rohman Bohnen,
s000014043,Hugh Griffiths,
s000014044,Tarita,
s000014045,Sammy Davis,
s000014046,Julien Tavernier,
s000014047,Catherine Demongeot,
s000014048,Phillippe Noiret,
s000014049,Jeanne Moireau,
s000014050,Fabian Ferreux,
s000014051,Blaise Pascal,
s000014052,Frances Faye,
s000014053,Rozenn LeTallec,
s000014054,Francois Berleand,
s000014055,Bruno Carette,
s000014056,Martine Gautier,
s000014057,Ruth Hall,
s000014058,Sidney Franklin,
s000014059,Virgina Bruce,
s000014060,Edwin Maxwell Torres,
s000014061,Maud Eburne,
s000014062,Lucien Lttlefield,
s000014063,Alexander dArcy,
s000014064,Marie Ouspenskaya,
s000014065,Aurice Moscovich,
s000014066,Lou Tellegen,
s000014067,Mlle.~Romain,
s000014068,M.~Maxudian,
s000014069,Colin Frits,
s000014070,Amina Annabi,
s000014071,Helmut Walker,
s000014072,Sophie Dix,
s000014073,Alberto A. Capozzi,
s000014074,Lydia de Roberti,
s000014075,Gustav Hammarsten,
s000014076,Anja Lundqvist,
s000014077,Elsa Lindgren,
s000014078,Michael Nyqvist,
s000014079,Emma Samuelson,
s000014080,Sam Kessel,
s000014081,Jessica Liedberg,
s000014082,Ola Norell,
s000014083,Olle Sarri,
s000014084,Shanti Roney,
s000014085,Paul Naschy,
s000014086,Jack Taylor,
s000014087,Judith Kavner,
s000014088,Carry Fisher,
s000014089,Gaby Hoffman,
s000014090,Samantha,
s000014091,Conniff,
s000014092,George Foreman,
s000014093,Norman Mailer,
s000014094,George Plimpton,
s000014095,J.Carroll Naish,
s000014096,Farnk Conroy,
s000014097,Louise Campbell,
s000014098,Victor mature,
s000014099,Walter Reed,
s000014100,Rene\'e Asherson,
s000014101,George Robey,
s000014102,Janet Burnett,
s000014103,Frederick Cooper,
s000014104,Jonathan Field,
s000014105,Russell Thorndike,
s000014106,Stanley baker,
s000014107,Pamela brown,
s000014108,Helen haye,
s000014109,Rosamund Greenwood,
s000014110,Huntley Gordon,
s000014111,Jocelyn Lee,
s000014112,David Newell,
s000014113,Phillippe DeLacey,
s000014114,Maureen OSsullivan,
s000014115,Pamela Oster,
s000014116,Fred MacMurrray,
s000014117,Dewey Robinson,
s000014118,Jackie Kelk,
s000014119,Helen Riaume,
s000014120,Marje Walcamp,
s000014121,Cora Drew,
s000014122,Juan DeLaCruz,
s000014123,Keith Baxter,
s000014124,Bill Mumy,
s000014125,Chia Sara,
s000014126,Morgan Mady,
s000014127,Charles Novub,
s000014128,Miacellis Souty,
s000014129,Laura Myraya,
s000014130,Gabriella Roel,
s000014131,Africa Cyzebes,
s000014132,Sally Struthers,
s000014133,Artur Shields,
s000014134,Kate Manx,
s000014135,Charles `Buddy' Rogers,
s000014136,Zelma ONeal,
s000014137,Albert Gran,
s000014138,Elle McPherson,
s000014139,Eduard Verkade,
s000014140,Lily Bouwmeester,
s000014141,Johann deMeester,
s000014142,Rini Otte,
s000014143,Max Croiset,
s000014144,Donald Ritchie,
s000014145,Oliver Gourmet,
s000014146,Jeremie Renier,
s000014147,Assita Ouedraogo,
s000014148,Nora Dawn,
s000014149,Lauren Tom,
s000014150,Tina Majorino,
s000014151,Mae Whitmman,
s000014152,Robin Wright Penn,
s000014153,Ilena Douglas,
s000014154,Jesse James,
s000014155,Veveka Davis,
s000014156,Jim Caviezel,
s000014157,Terrence Howard,
s000014158,Maia Morgenstern,
s000014159,Razvan Vasilescu,
s000014160,Burt Wheeler,
s000014161,George Renavent,
s000014162,Roger Gray,
s000014163,Harry Sweet,
s000014164,Clara Calamai,
s000014165,Juan deLanda,
s000014166,Elia Marcuzzo,
s000014167,Tina Apicella,
s000014168,Alessandro Blasetti,
s000014169,Gastone Renzelli,
s000014170,Sophia loren,
s000014171,Bjorn Andresen,
s000014172,Carol Andre,
s000014173,Marc Porel,
s000014174,Didier Haudepin,
s000014175,Esai Morales,
s000014176,Rosana deSoto,
s000014177,Danielle vonZerneck,
s000014178,Danny Valdez,
s000014179,Alexandra Khokholva,
s000014180,Sergai Kamorov,
s000014181,Vladimir Fogel,
s000014182,Porfiri Podobed,
s000014183,JeanMarc Barr,
s000014184,Ernst Hugo Jaregard,
s000014185,Barbara Sukowa,
s000014186,Jorgen Reenberg,
s000014187,Bjork,
s000014188,Vladica Kostic,
s000014189,Cara Seymor,
s000014190,Peter Stormage,
s000014191,Haile Gebrselassie,
s000014192,Warren Oland,
s000014193,May Brian,
s000014194,Joseph Grehan,
s000014195,John Ridgeby,
s000014196,Herbert Robinson,
s000014197,Joe Downing,
s000014198,Joseph King,
s000014199,Jessie Busley,
s000014200,Perry Como,
s000014201,Sharon x,
s000014202,Richard Helle,
s000014203,Rod Gist,
s000014204,Patti LuPone,
s000014205,Daniel Hugh-Kelly,
s000014206,Spiros Ficas,
s000014207,Rick Rossovich,
s000014208,Cyril OReilly,
s000014209,Paul Sanchez,
s000014210,Nicholas kadi,
s000014211,Ron Joseph,
s000014212,Greg McKinney,
s000014213,Rob Moran,
s000014214,Mark Carlton,
s000014215,S.Epatha Merkerson,
s000014216,Corey Haim,
s000014217,Evan Richards,
s000014218,Tracy Fraim,
s000014219,Randall England,
s000014220,Brittney Lewis,
s000014221,James MacKrell,
s000014222,Suzanne Kent,
s000014223,Susan Seaforth Hayes,
s000014224,Brynja McGrady,
s000014225,Don Shanks,
s000014226,Michael Flynn,
s000014227,Sam Shamstak,
s000014228,Fenton Terry,
s000014229,Alexander X,
s000014230,Dorian Gray,
s000014231,Lyn Shaw,
s000014232,Peter Bowles,
s000014233,Sophie Moreau,
s000014234,Elizabeth Dailey,
s000014235,Brad Stoll,
s000014236,Mike Damus,
s000014237,Jenny OHara,
s000014238,Obba Baratunde,
s000014239,LaTanya Richardson,
s000014240,Tamara Taylor,
s000014241,Alexis Carrington,
s000014242,Melanie Griffeth,
s000014243,Andreas Herder,
s000014244,Dina Leipzig,
s000014245,Cyrille ReyCoquis,
s000014246,Robert J. Steinmiller~jr.,
s000014247,Julia LouisDreyfus,
s000014248,Beatrice Fernier,
s000014249,Martina Gedeck,
s000014250,Jeanette Hain,
s000014251,Olli Dittrich,
s000014252,Thomas Heinze,
s000014253,Dirk Bach,
s000014254,Mohsen Ramezani,
s000014255,Elham Shari,
s000014256,William Scott,
s000014257,Mahlon Hamilton,
s000014258,Michael Elphnick,
s000014259,Bruce A. Young,
s000014260,The Drovers,
s000014261,Debra Monk,
s000014262,Marylin Stonehouse,
s000014263,Denise Richards,
s000014264,Robie Coltrane,
s000014265,Goldie,
s000014266,Desmond Llewelyn,
s000014267,Robert Cummings,
s000014268,John Hines,
s000014269,David Flanagan,
s000014270,Bridget Brice,
s000014271,Diana Coupland,
s000014272,Dick Gautier,
s000014273,Henry Polic~II,
s000014274,David Sabin,
s000014275,Bernie Kopell,
s000014276,Misty Rowe,
s000014277,Jane A. Johnston,
s000014278,Florence Desmond,
s000014279,Gus McNaugton,
s000014280,Harry Tate,
s000014281,Glauco Mauri,
s000014282,Elda Tattoli,
s000014283,Marushka Detmers,
s000014284,Federico Pizalis,
s000014285,Vittorio Mezzogiorno,
s000014286,Sam Raimi,
s000014287,Alessandro Nivola,
s000014288,Judy Graubert,
s000014289,Chistopher Collen,
s000014290,Jill Eisenberry,
s000014291,John Mehrer,
s000014292,Giancarlo Giannino,
s000014293,Marcel Bozzufi,
s000014294,Anibali Marchi,
s000014295,Christine Kaufman,
s000014296,John Ashton,
s000014297,Robert DeNiro,
s000014298,Pantoliano,
s000014299,Fames Russo,
s000014300,Claire Forlani,
s000014301,Jake Weber,
s000014302,Ed Harrris,
s000014303,Tony Toola,
s000014304,Bob Affleck,
s000014305,Jaqueline Laurant,
s000014306,Marie Dea,
s000014307,Nathalie Nattier,
s000014308,Claude Romain,
s000014309,Luis Cseigner,
s000014310,Jacques Duby,
s000014311,Roland Lesaffre,
s000014312,Frankfurter,
s000014313,Lewis FitxGerald,
s000014314,Kris McQuade,
s000014315,Caroline Gilmer,
s000014316,Dorothy Cooper,
s000014317,David Holt,
s000014318,Dorothy Wilson,
s000014319,Wyrly Birch,
s000014320,Gloria Shea,
s000014321,William V. Mong,
s000014322,Thomas Jane,
s000014323,Gregory,
s000014324,Paule Meurisse,
s000014325,Blaine Novak,
s000014326,Luanne Roberts,
s000014327,Roland Gift,
s000014328,Joroen Krabbe,
s000014329,D.B. Sweeney,
s000014330,Sean Astin,
s000014331,Harry Connick~jr,
s000014332,Reed Edward Diamond,
s000014333,Courtney Gains,
s000014334,Neil Giuntoli,
s000014335,Bernard Hughes,
s000014336,D.O. Stearns,
s000014337,F Steeky,
s000014338,M. Warkles,
s000014339,Tom Lacy,
s000014340,Jonah Blechman,
s000014341,Adele Dixon,
s000014342,Dante Capelli,
s000014343,Maria Gasperi,
s000014344,Maria CaseriniGasperini,
s000014345,V.Rossi Pianelli,
s000014346,Alekos Alexandrakis,
s000014347,Sophia Vembo,
s000014348,Aleka Catselli,
s000014349,Yannis Fertis,
s000014350,Manos Katrakis,
s000014351,Costa Kazakos,
s000014352,Casta Carras,
s000014353,Bradford Dilman,
s000014354,George Clutesi,
s000014355,Rosalind Russel,
s000014356,Peggy Cass,
s000014357,Baddy Hacken,
s000014358,"Ai Ke\""ita",
s000014359,Feodor Atkine,
s000014360,Didier Savegain,
s000014361,Marieke Heebink,
s000014362,Mark Rietman,
s000014363,Arend-Andre van Noord,
s000014364,Meriet Kleiser,
s000014365,Gheorghe Dinica,
s000014366,Samuel Beckett,
s000014367,Leonor Silveira,
s000014368,Elsa Zylberstein,
s000014369,Diana Churchill,
s000014370,Joana,
s000014371,Lee H. Cobb,
s000014372,Chella Goldberg,
s000014373,Anna Laguna,
s000014374,Jan Azis,
s000014375,Mark Halsun,
s000014376,Jerome Robart,
s000014377,Isabelle Ronayette,
s000014378,Vanessa Larre,
s000014379,Pete Postlewaite,
s000014380,Jeff Glodblum,
s000014381,Terry Becker,
s000014382,Elisa Loti,
s000014383,Louise Moritz,
s000014384,Dean R. Brooks,
s000014385,Don Dacus,
s000014386,Dorsey Wright,
s000014387,Ed Norton,
s000014388,Judith Drake,
s000014389,Ming Na Wen,
s000014390,Natassja Kinski,
s000014391,Kyle Malachlan,
s000014392,Jonathan RysMeyers,
s000014393,Saffron Burrows,
s000014394,Heath Ledger,
s000014395,"Sean ""P. Diddy"" Combs",
s000014396,Mos Def,
s000014397,Milos Addica,
s000014398,Marcus Lyle Brown,
s000014399,May Zetterling,
s000014400,Diana Adams,
s000014401,Loon Askin,
s000014402,Margarita Lozano,
s000014403,Caroline Silva,
s000014404,Vince Bamett,
s000014405,Willeke van Ammelroy,
s000014406,Allan Cox,
s000014407,Lena Heady,
s000014408,Amelia Bullmore,
s000014409,Rhyis Ifans,
s000014410,Hillary Duff,
s000014411,Kevin Corrigan,
s000014412,Ewan McGregar,
s000014413,Jim Cater,
s000014414,Stephen Tompkinson,
s000014415,Jane Harrock,
s000014416,Brenda Bluffin,
s000014417,Melody Anderson,
s000014418,Chaim Topol,
s000014419,Mariangelo Melato,
s000014420,Patrick Barr,
s000014421,Raymond Huntlry,
s000014422,Martine Carroll,
s000014423,Luis Dominguin,
s000014424,Jose Greco,
s000014425,Ed Murrow,
s000014426,Clive Revell,
s000014427,Wayne Heffler,
s000014428,Peter Hoofer,
s000014429,Kenneth Gentile,
s000014430,Sergei Shakurov,
s000014431,Gabrielle Lloyd,
s000014432,Malcolm Terris,
s000014433,Wyane Sleep,
s000014434,Harry Rhodes,
s000014435,Drach~jr.,
s000014436,MarieJose Nat,
s000014437,Nathalie Roussel,
s000014438,John Littel,
s000014439,Don Costello,
s000014440,Virginia Farmer,
s000014441,Elena Vertugo,
s000014442,Albert Cavers,
s000014443,Perce Hellman,
s000014444,Virginia Christensen,
s000014445,Gil Warner,
s000014446,Leslie Cron,
s000014447,Cristine Ferrare,
s000014448,Jeff Cooper,
s000014449,Elisabeth Shue,
s000014450,Garry Marshall,
s000014451,Nick Thelis,
s000014452,Susan Forrestal,
s000014453,M.C. Shan,
s000014454,Michele Lamar Richards,
s000014455,Thomas Aran,
s000014456,Mike Starr,
s000014457,Richard Birt,
s000014458,Dana Carvey,
s000014459,Kevin Pollak,
s000014460,Roger Sloman,
s000014461,Richard Kane,
s000014462,Marion Bailey,
s000014463,Ruth Sheen,
s000014464,Philip Davis,
s000014465,Lesley Manville,
s000014466,Edna Dor\'e,
s000014467,Heather Tobias,
s000014468,Claire Skinner,
s000014469,Jane Horrocks,
s000014470,David Thewil,
s000014471,Katrin Cartlidge,
s000014472,Greg Cruttwell,
s000014473,Lynda Stedman,
s000014474,Mark Benton,
s000014475,Carmen Mauro,
s000014476,Merceds Sampietro,
s000014477,Suzanna Hamilton,
s000014478,Gregor Fisher,
s000014479,Susan Fleetwood,
s000014480,Alan Dobie,
s000014481,Catherine Nelson,
s000014482,Asia Argento,
s000014483,Jared Harris,
s000014484,Rex Reed,
s000014485,Jim Bacckus,
s000014486,SarahJane Farley,
s000014487,Griff RhysJones,
s000014488,Diane Qick,
s000014489,Stephen Keats,
s000014490,60,
s000014491,Christina Raines,
s000014492,Glynis Barber,
s000014493,Ron Livingston,
s000014494,Jennifer Anniston,
s000014495,David Herman,
s000014496,Ajay Naidu,
s000014497,Stephen Root,
s000014498,Michael Jenn,
s000014499,Robert Addie,
s000014500,Rupert Wainwright,
s000014501,Grazia Cucinotta,
s000014502,Richard Grieco,
s000014503,Costas Mandylor,
s000014504,Alexei Lyarski,
s000014505,Y. Valbert,
s000014506,Mark Troyanovski,
s000014507,Varvara O. Massalitinova,
s000014508,E. Alexeyva,
s000014509,V. Novikov,
s000014510,A. Zhukov,
s000014511,K. Ziubkov,
s000014512,D. Sagal,
s000014513,Mark Troyanovsky,
s000014514,I. Kudriatsev,
s000014515,. Berezovskaya,
s000014516,E. Liliana,
s000014517,F. Seleznev,
s000014518,I. Zarubina,
s000014519,D. Zerlakova,
s000014520,N. Valbert,
s000014521,S. Kayukov,
s000014522,Nikolai Dorokhin,
s000014523,Nikolai Plotnikov,
s000014524,D. Segal,
s000014525,I. Fyedotova,
s000014526,Lev Sverdlin,
s000014527,Corin Nemec,
s000014528,Bill Fagerbakke,
s000014529,Courtland Mead,
s000014530,William Thorne,
s000014531,Jane Higginson,
s000014532,Van Quattro,
s000014533,Brian Bremer,
s000014534,Neil Hunter,
s000014535,Amy L. Taylor,
s000014536,Conan Yuzna,
s000014537,Gerry Black,
s000014538,Eric Welch,
s000014539,Zoe Yuzna,
s000014540,Richard Gladstein,
s000014541,David OHara,
s000014542,Jay O. Sanders,
s000014543,John Searle,
s000014544,Frank Bardache,
s000014545,Ben Keyworth,
s000014546,Clare Holman,
s000014547,Terrence Knox,
s000014548,Darrell Larson,
s000014549,Annabelle Price,
s000014550,Margot Rose,
s000014551,M.Emmett Walsh,
s000014552,Darrell Fetty,
s000014553,Jason Barnhill,
s000014554,E-than Randall,
s000014555,Sarel Bok,
s000014556,Tatiana Samoilova,
s000014557,Alexei Batalov,
s000014558,Ayumi Ishada,
s000014559,Benny Fields,
s000014560,Leopold Stokowski,
s000014561,Eleanore Whitney,
s000014562,Larry Adler,
s000014563,Louis daPron,
s000014564,Luis Alberni,
s000014565,Ben Blue,
s000014566,Kirsten Flagstaff,
s000014567,Shep Fields,
s000014568,Elaine Barrie,
s000014569,Olivia deHavillan,
s000014570,Don Loper,
s000014571,Jane Cowl,
s000014572,Denise Crosby,
s000014573,Dale Midkift,
s000014574,Brad Greenquist,
s000014575,Miko Huggins,
s000014576,Manuael Aranguez,
s000014577,Dorothee Berryman,
s000014578,Monique Lepage,
s000014579,Jochen Schroeder,
s000014580,HansJurgen Muller,
s000014581,Adriane Rimscha,
s000014582,"G\""unther Lamprecht",
s000014583,Michael Latimer,
s000014584,Edina Ronay,
s000014585,Suzanna Leigh,
s000014586,Tony Beckley,
s000014587,Jimmy Handley,
s000014588,Victor Madden,
s000014589,Elis Presley,
s000014590,Ral Donner,
s000014591,Johnny Harra,
s000014592,Joe Esposito,
s000014593,Nick Stahl,
s000014594,Fay Masterson,
s000014595,Ann Meara,
s000014596,Andie McDowall,
s000014597,Jason Williams,
s000014598,Candy Samples,
s000014599,Morris Chestnut,
s000014600,Gheorge Muresan,
s000014601,Joanna Pakula,
s000014602,Stephen Seagall,
s000014603,Joanne Price,
s000014604,Mark Polish,
s000014605,Michael Polish,
s000014606,Michele Hicks,
s000014607,William Collier~jr,
s000014608,Jobyna Howland,
s000014609,Evalyn Knapp,
s000014610,Sheila Terry,
s000014611,Clarence Nordstrom,
s000014612,Sybil Jackson,
s000014613,Steffi Duna,
s000014614,Steffi Dunna,
s000014615,Van johnson,
s000014616,Tim Murdock,
s000014617,Richard Hart,
s000014618,Maria Tallchief,
s000014619,Patty McCormick,
s000014620,Eilleen Heckart,
s000014621,Paul Fox,
s000014622,Kerwin Matthews,
s000014623,Asha Menina,
s000014624,Shiloh Strong,
s000014625,Esther Rolle,
s000014626,Bo Swenson,
s000014627,Jasmine,
s000014628,Sarita,
s000014629,Fausto Tozzi,
s000014630,Ivo Garrani,
s000014631,Ettore Manni,
s000014632,George OHara,
s000014633,Edward Crandall,
s000014634,Florenz Ziegfield,
s000014635,Jimmy Walker,
s000014636,Ring Lardner,
s000014637,Otto Kahn,
s000014638,Adolph Zukor,
s000014639,Ian McKeller,
s000014640,Russel Means,
s000014641,Eric Schweig,
s000014642,Joghi May,
s000014643,Steven Wadddington,
s000014644,Debi Mazar,
s000014645,Michal Gambon,
s000014646,James Foxx,
s000014647,Jada Pinkett Smith,
s000014648,Fred McCarren,
s000014649,Marcel Iures,
s000014650,Leelee Sobinsky,
s000014651,Rachel Saenz,
s000014652,Anna Cromwell,
s000014653,John Favereau,
s000014654,Ron Eldridge,
s000014655,Nancy McCurran,
s000014656,Ben Underwood,
s000014657,Loren J.,
s000014658,Laura James,
s000014659,Michael Schiff,
s000014660,Katie Hagen,
s000014661,Perla Walter,
s000014662,Benny Wills,
s000014663,E.Katherine Kerr,
s000014664,Milos Forman,
s000014665,Elizabeth Whitcraft,
s000014666,Michael Ontken,
s000014667,Pepe Serna,
s000014668,Mikki Allen,
s000014669,David Hyde Pierce,
s000014670,Dan Futterman,
s000014671,Garry Shandlng,
s000014672,Josh Hopkins,
s000014673,John DiMaggio,
s000014674,Bodhi Pine Elfman,
s000014675,J.G. Hertzler,
s000014676,Wayne Pere,
s000014677,Sheila Shaw,
s000014678,Liilian Roams,
s000014679,Josie Lawrence,
s000014680,Michal Kitchen,
s000014681,Ciaran Fitzgerald,
s000014682,Ruaidhri (Rory) Conroy,
s000014683,David Kelly,
s000014684,Brendan Gleesom,
s000014685,John Kavanagh,
s000014686,James Fleet,
s000014687,Thomas Simon,
s000014688,John Hannah,
s000014689,Charlotte Coleman,
s000014690,David Bower,
s000014691,Rowan Atkinson,
s000014692,Sam Kunz,
s000014693,Polly Kemp,
s000014694,Deidre Hammett,
s000014695,Georgina Catest,
s000014696,Johnnie Depp,
s000014697,Anu Arya Aggarwal,
s000014698,Murad Ali,
s000014699,Lawrence Tierner,
s000014700,Vahina Giocante,
s000014701,Frederic Malgras,
s000014702,Maria Rojo,
s000014703,Chico Mendes,
s000014704,Gertrude Olmsted,
s000014705,Edward Connelly,
s000014706,Malcom McDowell,
s000014707,Marius Weyers,
s000014708,Maynard Eziaishi,
s000014709,Kate Judson,
s000014710,Brendon Sexton,
s000014711,Isidra Vega,
s000014712,Wolfgang Liebeneiber,
s000014713,Luise Ullrich,
s000014714,Willy Eichberger,
s000014715,Pierre RichradWilm,
s000014716,Paul Croset,
s000014717,Louis Jordan,
s000014718,Marcel Journet,
s000014719,Daniel G\'elin,
s000014720,Fernand Gravey,
s000014721,Odette Joyeux,
s000014722,Madelaine Reanaud,
s000014723,Jean Debuncourt,
s000014724,Lia deLea,
s000014725,Will Quadflieg,
s000014726,Ivan Desney,
s000014727,Mechtild Grossman,
s000014728,Udo Kerr,
s000014729,Ina Blum,
s000014730,Marcelo Uriona,
s000014731,Gad Klein,
s000014732,Shelly Mars,
s000014733,Susie Sexpert Bright,
s000014734,Dominique Gaspar Mars,
s000014735,Peter Kern,
s000014736,Annie Sprinkle,
s000014737,Fakir,
s000014738,John Chandos,
s000014739,David Hutcheson,
s000014740,Margot Fitzsimmons,
s000014741,Marin Goering,
s000014742,Frederic Ashton,
s000014743,Leonide Massine,
s000014744,Sybil Thorndike,
s000014745,Robert Rounsville,
s000014746,Fredrick Ashton,
s000014747,Ann Ayars,
s000014748,Sir Thomas Beecham,
s000014749,Saddler Wells Chorus,
s000014750,Annaliese Rothenberger,
s000014751,Shirley Ann Field,
s000014752,Jack Warson,
s000014753,Charpin,
s000014754,Ginette Leclerc,
s000014755,Charles Moulin,
s000014756,Patricio Contreras,
s000014757,Leonor Manso,
s000014758,Mario Pasik,
s000014759,Alberto Benegas,
s000014760,Maurive Pialat,
s000014761,Bernard Lecoq,
s000014762,Alexandra London,
s000014763,Gerard Sety,
s000014764,Corinne Bordon,
s000014765,Elza Siberstein,
s000014766,Leslie Azoulot,
s000014767,Sacha Bourdo,
s000014768,Elisabeth Vitali,
s000014769,Ricard Y\~niguez,
s000014770,Danny delaPaz,
s000014771,Marta duBois,
s000014772,Margot kidder,
s000014773,Tony Azito,
s000014774,Thomas McCarthy,
s000014775,Jeffrey Nordling,
s000014776,Shreee North,
s000014777,Ina balin,
s000014778,Jimmy Baird,
s000014779,Goeoge Voskovec,
s000014780,Frederic March,
s000014781,Eduardo Ciannelli,
s000014782,Lou Gilbert,
s000014783,Bethel Leslie,
s000014784,Lee H. Montgomery,
s000014785,Timothy Blake,
s000014786,Remak Ramsey,
s000014787,Kimberlea Cloughley,
s000014788,Malcolm Dowell,
s000014789,Cary Guffey,
s000014790,John Hammond,
s000014791,Toni Hudson,
s000014792,Dakin Mathews,
s000014793,Elizabeth Hoffman,
s000014794,Paul Blujanik,
s000014795,Martha Plimpton,
s000014796,Harley Cross,
s000014797,Feodor Chaliapin,
s000014798,Jeannie Carson,
s000014799,Carl Jaffe,
s000014800,Nick Mancusi,
s000014801,Linda Boyd,
s000014802,Tim Henry,
s000014803,Indira Varmi,
s000014804,Ramon Tikaram,
s000014805,Ice-T,
s000014806,Eek-A-Mouse,
s000014807,Tracy Camilla Johns,
s000014808,Melvin VanPeebles,
s000014809,Tiny Lister~jr.,
s000014810,Isaac Hayes,
s000014811,Big Daddy Kane,
s000014812,Dario Scardapane,
s000014813,Ben Lang,
s000014814,Margo Solin,
s000014815,Maxine Woods,
s000014816,Marc Cramer,
s000014817,Katerine Emery,
s000014818,Hope Lang,
s000014819,Della Varsi,
s000014820,Keiko Awaji,
s000014821,Michelin Presle,
s000014822,Barabara Parkins,
s000014823,Patty Duke,
s000014824,Tony Scotti,
s000014825,Jaqueline Susann,
s000014826,George Grixxard,
s000014827,Tatum ONeil,
s000014828,Frank Middlemass,
s000014829,Clyde Jeavons,
s000014830,Dana WheelerNicholson,
s000014831,Gudrun Landgrebe,
s000014832,Heio vonStetten,
s000014833,Ann-Kathrin Kramer,
s000014834,x Hagen,
s000014835,x Tauber,
s000014836,Reinhold Kruppa,
s000014837,Hilary Dwyer,
s000014838,Dabney Colman,
s000014839,Jenny Morrison,
s000014840,Ron White,
s000014841,Matthew Walker,
s000014842,Suki Kaiser,
s000014843,Zina Bethune,
s000014844,David Proval,
s000014845,Harry Northrup,
s000014846,George Memmoli,
s000014847,Amy Robinson,
s000014848,Shera Danese,
s000014849,William Tole,
s000014850,The band,
s000014851,Joni Mtichell,
