id,name,birthYear
s000002966,Tab Hunter,1931
s000002967,Pam Huntington,
s000002968,Raymond Huntley,1904
s000002969,Isabelle Huppert,1955
s000002970,Elizabeth Hurley,1965
s000002971,Brandon Hurst,1866
s000002972,David Hurst,1925
s000002973,Paul Hurst,1889
s000002974,Veronica Hurst,1931
s000002975,John Hurt,1940
s000002976,Mary Beth Hurt,1948
s000002977,Tom Hurt,
s000002978,William Hurt,1950
s000002979,Ferlin Husky,
s000002980,Olivia Hussey,1951
s000002981,Ruth Hussey,1914
s000002982,Anjelica Huston,1951
s000002983,John Huston,1906
s000002984,Walter Huston,1884
s000002985,David Hucheson,1905
s000002986,Will Hutchins,1932
s000002987,Josephine Hutchinson,1898
s000002988,Harold Huth,1892
s000002989,Betty Hutton,1921
s000002990,Jim Hutton,1934
s000002991,Lauren Hutton,1943
s000002992,Robert Hutton,1920
s000002993,Timothy Hutton,1960
s000002994,Leila Hyams,1905
s000002995,Wilfred HydeWhite,1903
s000002996,Martha Hyer,1929
s000002997,Diana Hyland,1936
s000002998,Scott Hylands,
s000002999,Jane Hylton,1926
s000003000,Warren Hymer,1906
s000003001,Mike Hynson,
s000003002,Olaf Hytten,1888
s000003003,Eric Idle,
s000003004,James Iglehart,
s000003005,Iman,1956
s000003006,A.B. Imenson,
s000003007,Ralph Ince,1882
s000003008,Frieda Inescort,1900
s000003009,Amy Ingersoll,
s000003010,Rex Ingram,1892
s000003011,Rex Ingram,1895
s000003012,Jill Ireland,1936
s000003013,John Ireland,1914
s000003014,Jeremy Irons,1948
s000003015,Michael Ironside,
s000003016,Robin Irvine,
s000003017,Amy Irving,1953
s000003018,Juzo Itami,1934
s000003019,Manpeii Itami,1976
s000003020,Zachary Ittimangnaq,
s000003021,Gregory Itzin,
s000003022,Rosalind Ivan,1884
s000003023,Burl Ives,1909
s000003024,Judith Ivey,
s000003025,Kereem Abdul Jabar,
s000003026,Wolfman Jack,
s000003027,Anne Jackson,1925
s000003028,Freda Jackson,1909
s000003029,Glenda Jackson,1937
s000003030,Gordon Jackson,1923
s000003031,Jamie Smith Jackson,
s000003032,Kate Jackson,1950
s000003033,Michael Jackson,
s000003034,Samuel L. Jackson,1948
s000003035,Selmer Jackson,1888
s000003036,Sherry Jackson,
s000003037,Thomas Jackson,1886
s000003038,Irene Jacob,
s000003039,Derek Jacobi,1938
s000003040,Lou Jacobi,1913
s000003041,Scott Jacoby,1956
s000003042,Hattie Jacques,1924
s000003043,Richard Jaeckel,1926
s000003044,Sam Jaffe,1893
s000003045,Saeed Jaffrey,
s000003046,Bianca Jagger,1945
s000003047,Dean Jagger,1903
s000003048,Henry Jaglom,
s000003049,Clifton James,1921
s000003050,Elizabeth James,
s000003051,Harry James,1916
s000003052,Jessica James,
s000003053,Sid James,1913
s000003054,Sonny James,
s000003055,Thomas Jameson,1892
s000003056,Fr\'ed\'erique Jamet,
s000003057,Emil Jannings,1881
s000003058,Horst Janson,
s000003059,David Janssen,1930
s000003060,Famke Janssen,
s000003061,Louis January,
s000003062,Claude Jarman~jr.,1934
s000003063,Peter Jason,
s000003064,Rick Jason,1929
s000003065,Sybil Jason,1929
s000003066,Michael Jayston,1936
s000003067,Gloria Jean,1928
s000003068,Zizi Jeanmaire,1924
s000003069,Isabel Jeans,1891
s000003070,Ursula Jeans,1906
s000003071,Allan Jeayes,1885
s000003072,Barbara Jefford,1930
s000003073,Anne Jeffreys,1923
s000003074,Lang Jeffries,
s000003075,Lionel Jeffries,1926
s000003076,Ian Jenble,
s000003077,Allen Jenkins,1900
s000003078,Jackie \'Butch' Jenkins,1937
s000003079,Megs Jenkins,1917
s000003080,Frank Jenks,1902
s000003081,Claudia Jennings,
s000003082,DeWitt Jennings,1879
s000003083,Salome Jens,1935
s000003084,Roy Cameron Jensen,
s000003085,Roy Jenson,
s000003086,Mary Jerrold,1877
s000003087,George Jessel,1898
s000003088,Patricia Jessel,1920
s000003089,Isabel Jewell,1913
s000003090,Ann Jillian,
s000003091,Zita Johann,1904
s000003092,David Johansen,
s000003093,Elton John,1947
s000003094,Rosamund John,1913
s000003095,Glynis Johns,1923
s000003096,Mervyn Johns,1899
s000003097,Arte Johnson,1934
s000003098,Arthur Johnson,1876
s000003099,Ben Johnson,1920
s000003100,Celia Johnson,1908
s000003101,Chic Johnson,1891
s000003102,Don Johnson,
s000003103,Glynis Johnson,
s000003104,Johnny Johnston,
s000003105,Katie Johnson,1878
s000003106,Kay Johnson,1904
s000003107,Laura Johnson,
s000003108,Lynn-Holly Johnson,
s000003109,Michelle Johnson,
s000003110,Noble Johnson,1897
s000003111,Rafer Johnson,1935
s000003112,Richard Johnson,1927
s000003113,Stephen Johnson,
s000003114,Tor Johnson,
s000003115,Van Johnson,1916
s000003116,Jo Johnston,
s000003117,Margaret Johnston,1917
s000003118,Oliver Johnston,1888
s000003119,Al Jolson,1886
s000003120,Allan Jones,1907
s000003121,Barry Jones,1893
s000003122,Buck Jones,1889
s000003123,Carolyn Jones,1929
s000003124,Christopher Jones,1941
s000003125,Dean Jones,1933
s000003126,Duane Jones,
s000003127,Emrys Jones,1915
s000003128,Freddie Jones,1927
s000003129,Grace Jones,
s000003130,Griffith Jones,1910
s000003131,Hannah Jones,
s000003132,Henry Jones,1912
s000003133,James Earl Jones,1931
s000003134,Jeffrey Jones,
s000003135,Jennifer Jones,
s000003136,Jocelyn Jones,
s000003137,L.Q. Jones,1936
s000003138,OLan Jones,
s000003139,Shirley Jones,1934
s000003140,Spike Jones,1911
s000003141,Susan Jones,
s000003142,Terry Jones,
s000003143,Tommy Lee Jones,1946
s000003144,Samson Jorah,
s000003145,Bobbie Jordan,1923
s000003146,Richard Jordan,1938
s000003147,Christine Jorgenson,
s000003148,Victor Jory,1902
s000003149,Jackie Joseph,
s000003150,Erland Josephson,
s000003151,Allyn Joslyn,1905
s000003152,Darwin Joston,
s000003153,Louis Jourdan,1919
s000003154,Louis Jouvet,1887
s000003155,Leatrice Joy,1899
s000003156,Robert Joy,
s000003157,Alice Joyce,1889
s000003158,Brenda Joyce,1918
s000003159,Peggy Hopkins Joyce,1893
s000003160,Ashley Judd,1970
s000003161,Edward Judd,1932
s000003162,Robert Judd,
s000003163,Raul Julia,1940
s000003164,Gordon Jump,
s000003165,June,
s000003166,Katy Jurado,1927
s000003167,Curt Jurgens,1912
s000003168,Deana Jurgens,
s000003169,James Robertson Justice,
s000003170,Gabi Just,
s000003171,George Justin,
s000003172,John Justin,1917
s000003173,Suzanne Kaaren,
s000003174,Wolf Kahler,
s000003175,Florence Kahn,
s000003176,Jonathan Kahn,
s000003177,Madeleine Kahn,1942
s000003178,Toni Kalem,
s000003179,Helen Kallianoites,
s000003180,Ida Kaminska,
s000003181,Anna Kanakis,
s000003182,Steve Kanaly,
s000003183,Byron Kane,
s000003184,Carol Kane,1952
s000003185,Helen Kane,1904
s000003186,Jimmy Kane,
s000003187,Michael Kane,
s000003188,Gabe Kaplan,
s000003189,Marvin Kaplin,1924
s000003190,Shashi Kapoor,
s000003191,Valerie Kaprisky,
s000003192,Frank Kaquitts,
s000003193,Anna Karina,1940
s000003194,John Karlen,1935
s000003195,Miriam Karlin,1925
s000003196,Boris Karloff,1887
s000003197,Roscoe Karns,1893
s000003198,Alex Karras,1935
s000003199,Kevin Karson,
s000003200,Harold Kasket,1916
s000003201,Peter Kastner,1944
s000003202,Kurt Kasznar,1913
s000003203,Kurt Katch,1896
s000003204,Rosanne Katon,
s000003205,William Katt,1955
s000003206,Daniel Kauffman,
s000003207,Andy Kaufman,
s000003208,Joseph Kaufmann,
s000003209,Dorrie Kavanaugh,
s000003210,Julie Kavner,
s000003211,Charles Kay,
s000003212,Diane Kay,
s000003213,Caren Kaye,
s000003214,Danny Kaye,1913
s000003215,Stubby Kaye,1918
s000003216,Elia Kazan,1909
s000003217,Lainie Kazan,
s000003218,James Keach,
s000003219,Stacy Keach,1941
s000003220,Robert Emmett Keane,1883
s000003221,Buster Keaton,1895
s000003222,Diane Keaton,1949
s000003223,Michael Keaton,1952
s000003224,Steven Keats,1945
s000003225,Lila Kedrova,1918
s000003226,Howard Keel,1917
s000003227,Ruby Keeler,1909
s000003228,Geoffrey Keen,1916
s000003229,Malcolm Keen,1888
s000003230,Tom Keene,1896
s000003231,Jack Kehoe,
s000003232,Kishi Keiko,
s000003233,Andrew Keir,1926
s000003234,Harvey Keitel,1947
s000003235,Brian Keith,1921
s000003236,David Keith,
s000003237,Ian Keith,1899
s000003238,Robert Keith,1896
s000003239,Cecil Kellaway,1891
s000003240,Dorothy Keller,
s000003241,Helen Keller,1881
s000003242,Marthe Keller,1945
s000003243,Annette Kellerman,1888
s000003244,Sally Kellerman,1941
s000003245,Susan Kellerman,
s000003246,DeForest Kelley,1920
s000003247,Mike Kellin,1922
s000003248,Emmett Kelly,1895
s000003249,Fred Kelly,
s000003250,Gene Kelly,1912
s000003251,Grace Kelly,1928
s000003252,Jeanette Kelly,
s000003253,Jim Kelly,
s000003254,Moira Kelly,1969
s000003255,Nancy Kelly,1921
s000003256,Patsy Kelly,1910
s000003257,Paul Kelly,1899
s000003258,Paula Kelly,
s000003259,Sharon Kelly,
s000003260,Tommy Kelly,1928
s000003261,Moultrie Kelsall,1901
s000003262,Fred Kelsey,1884
s000003263,Pert Kelton,1907
s000003264,Gary Kemp,1959
s000003265,Jeremy Kemp,1934
s000003266,Martin Kemp,1961
s000003267,Rachel Kempson,
s000003268,Joan KempWelch,1906
s000003269,Takakura Ken,
s000003270,Cyrus O. Kendall,1898
s000003271,Henry Kendall,1887
s000003272,Kay Kendall,1926
s000003273,Suzy Kendall,1943
s000003274,Tony Kendall,
s000003275,Alexa Kenin,
s000003276,Arthur Kennedy,1914
s000003277,Douglas Kennedy,1915
s000003278,Edgar Kennedy,1890
s000003279,George Kennedy,1925
s000003280,Gerard Kennedy,
s000003281,Jayne Kennedy,
s000003282,Merna Kennedy,1908
s000003283,Leon Isaac Kennedy,
s000003284,James Kenney,1930
s000003285,Sean Kenney,
s000003286,Jill Kennington,
s000003287,Patsy Kensit,1969
s000003288,Dorothea Kent,
s000003289,Jean Kent,1921
s000003290,Keneth Kent,1882
s000003291,Doris Kenyon,
s000003292,Bill Kerr,
s000003293,Deborah Kerr,1921
s000003294,J. Herbert Kerr~jr.,
s000003295,John Kerr,1931
s000003296,Linda Kerridge,
s000003297,J. M. Kerrigan,1885
s000003298,Norman Kerry,1889
s000003299,Kathy Kersh,
s000003300,Brian Kerwin,
s000003301,Lance Kerwin,
s000003302,Jillian Kessner,
s000003303,Sara Kestelman,
s000003304,Evelyn Keyes,1919
s000003305,Mark Keyloun,
s000003306,Persis Khambatta,1950
s000003307,Chaka Khan,
s000003308,Guy Kibbee,1882
s000003309,Michael Kidd,
s000003310,Margot Kidder,1948
s000003311,Nicole Kidman,1967
s000003312,Dead End Kids,n.a.
s000003313,East Side Kids,n.a.
s000003314,Richard Kiel,1939
s000003315,Wolfgang Kieling,1924
s000003316,Percy Kilbride,1888
s000003317,Terry Kilburn,1926
s000003318,Richard Kiley,1922
s000003319,Victor Kilian,1897
s000003320,Val Kilmer,1959
s000003321,Stanley Kim,1921
s000003322,Bruce Kimmel,
s000003323,Anthony Kimmins,1901
s000003324,Stephen Kinanju,
s000003325,Adrienne King,
s000003326,Alan King,1924
s000003327,Andrea King,1915
s000003328,Anita King,1889
s000003329,Bernard King,
s000003330,Charles King,1889
s000003331,Charles King,1899
s000003332,Mabel King,
s000003333,Pamela King,
s000003334,Perry King,1948
s000003335,Stephen King,1940
s000003336,Walter Woolf King,1899
s000003337,Zalman King,
s000003338,Walter Kingsford,1882
s000003339,Ben Kingsley,1944
s000003340,Melinda Kinnaman,
s000003341,Greg Kinnear,1963
s000003342,Roy Kinnear,1934
s000003343,Leonid Kinskey,1903
s000003344,Klaus Kinski,1926
s000003345,Nastassia Kinsky,1959
s000003346,Lee Kinsolving,1938
s000003347,Bruno Kirby,
s000003348,Phyllis Kirk,1926
s000003349,Tommy Kirk,1941
s000003350,Al Kirkeby,
s000003351,Sally Kirkland,
s000003352,James Kirkwood,
s000003353,Oreste Kirkop,
s000003354,Terry Kiser,
s000003355,Tawny Kitaen,
s000003356,Michael Kitchen,
s000003357,Eartha Kitt,1928
s000003358,John Kitzmiller,1913
s000003359,Alf Kjellin,1920
s000003360,Bodil Kjer,
s000003361,Robert Klein,
s000003362,Rudolf KleinRogge,1888
s000003363,Werner Klemperer,1919
s000003364,Kevin Kline,
s000003365,Val Kline,
s000003366,Debra Klose,
s000003367,Jack Klugman,1922
s000003368,Evelyn Knapp,1908
s000003369,David Knell,
s000003370,Evel Knievel,
s000003371,David Knight,1927
s000003372,Esmond Knight,1906
s000003373,Sandra Knight,
s000003374,Shirley Knight,1937
s000003375,Ted Knight,
s000003376,Don Knotts,1924
s000003377,Patric Knowles,1911
s000003378,Alexander Knox,1907
s000003379,Walter Koenig,
s000003380,Fred Kohler sr.,1889
s000003381,Clarence Kolb,1874
s000003382,Henry Kolker,1874
s000003383,Anna Konstam,
s000003384,Phyllis Konstam,1907
s000003385,Leopoldine Konstatin,
s000003386,Keystone Kops,n.a.
s000003387,Miliza Korjus,1908
s000003388,Harvey Korman,1927
s000003389,Charlie Korsmo,
s000003390,Fritz Kortner,1892
s000003391,Charles Korvin,1907
s000003392,Sylva Koscina,1935
s000003393,Martin Kosleck,1907
s000003394,Linda Koslowski),
s000003395,David Kossoff,1919
s000003396,Sho Kosugi,
s000003397,Yaphet Kotto,1937
s000003398,Nancy Kovack,1935
s000003399,Jeroen Krabbe,
s000003400,Ernie Kovacs,1919
s000003401,Jeffrey Kramer,
s000003402,Werner Krauss,1884
s000003403,Kurt Kreuger,1917
s000003404,Lisa Kreuzer,
s000003405,Anneline Kriel,
s000003406,Alice Krige,
s000003407,Sylvia Kristel,1952
s000003408,Marta Kristen,
s000003409,Kris Kristofferson,1936
s000003410,Joseph Kroner,
s000003411,Alma Kruger,1868
s000003412,Hardy Kruger,1928
s000003413,Otto Kruger,1885
s000003414,Gene Krupa,
s000003415,Jack Kruschen,1922
s000003416,Vivian Kubrick,
s000003417,Youki Kudoh,1971
s000003418,Paul Kukas,
s000003419,Nancy Kulp,1919
s000003420,Cal Kuniholme,
s000003421,Alwyn Kurts,
s000003422,Katy Kurtzman,
s000003423,James Kushner,
s000003424,Nancy Kwan,1938
s000003425,Burt Kwouk,1930
s000003426,Sam Kydd,1917
s000003427,Machiko Kyo,1924
s000003428,Kay Kyser,1897
s000003429,David Labiosa,
s000003430,Catherine Lacey,1904
s000003431,Ronald Lacey,
s000003432,Taylor Lacher,
s000003433,Stephen Lack,
s000003434,Frank Lackteen,1894
s000003435,Denis Lacroix,
s000003436,Jerry Lacy,
s000003437,Alan Ladd,1913
s000003438,Cheryl Ladd,1951
s000003439,David Ladd,
s000003440,Diane Ladd,1932
s000003441,Patricia Laffan,1919
s000003442,Marcy Lafferty,
s000003443,Bert Lahr,1895
s000003444,Christine Lahti,
s000003445,Gary Lahti,
s000003446,Frankie Laine,1913
s000003447,Jenny Laird,1917
s000003448,Arthur Lake,1905
s000003449,Veronica Lake,1919
s000003450,Barbara LaMarr,1896
s000003451,Hedy Lamarr,1913
s000003452,Fernando Lamas,1915
s000003453,Lorenzo Lamas,
s000003454,Gil Lamb,1906
s000003455,Christopher Lambert,
s000003456,Constant Lambert,1905
s000003457,Jack Lambert,1899
s000003458,Jack Lambert,1920
s000003459,Paul Lambert,
s000003460,Heath Lamberts,
s000003461,Lloyd Lamble,1914
s000003462,Duncan Lamont,1918
s000003463,Molly Lamont,
s000003464,Dorothy Lamour,1914
s000003465,Charles Lampkin,
s000003466,Burt Lancaster,1913
s000003467,Karl Lanchbury,
s000003468,Elsa Lanchester,1902
s000003469,Geoffrey Land,
s000003470,David Landau,1878
s000003471,Martin Landau,1933
s000003472,Judy Landers,
s000003473,Elissa Landi,1904
s000003474,Marla Landi,1937
s000003475,Carole Landis,1919
s000003476,Cullen Landis,1896
s000003477,Jessie Royce Landis,1904
s000003478,Laurene Landon,
s000003479,Michael Landon,1937
s000003480,Valerie Landsburg,
s000003481,Abbe Lane,
s000003482,Allan \'Rocky' Lane,1901
s000003483,Charles Lane,1899
s000003484,Diane Lane,1965
s000003485,Jocelyn Lane,
s000003486,Lola Lane,1909
s000003487,Lupino Lane,1892
s000003488,Kent Lane,
s000003489,Mike Lane,
s000003490,Priscilla Lane,1917
s000003491,Rosemary Lane,1913
s000003492,Richard Lane,1900
s000003493,Rusty Lane,
s000003494,Tom Lane,
s000003495,Matheson Lang,1879
s000003496,Perry Lang,
s000003497,Robert Lang,1934
s000003498,Glenn Langan,1917
s000003499,Harry Langdon,1884
s000003500,Michael Langdon,
s000003501,Sue Ane Langdon,1940
s000003502,Hope Lange,1931
s000003503,Jessica Lange,1949
s000003504,Frank Langella,1940
s000003505,Frances Langford,1914
s000003506,Lillie Langtry,1853
s000003507,Angela Lansbury,1925
s000003508,Joi Lansing,1928
s000003509,Robert Lansing,1929
s000003510,Mario Lanza,1921
s000003511,Laurie Lapinski,
s000003512,Laura LaPlante,1904
s000003513,Jane Lapotaire,1941
s000003514,Rod LaRocque,1896
s000003515,Erik Larsen,
s000003516,Ham Larsen,
s000003517,Keith Larsen,1925
s000003518,Wolf Larson,1959
s000003519,Jack LaRue,1927
s000003520,Louise Lasser,1939
s000003521,Sidney Lassick,
s000003522,Lassie,
s000003523,Louise Latham,
s000003524,Queen Latifah,19bb
s000003525,Frank Latimore,
s000003526,Matt Lattanzi,
s000003527,Lyle Lattel,
s000003528,Ellen Hamilton Latzen,
s000003529,Chester Lauck,1902
s000003530,Tom Laughlin,1938
s000003531,Charles Laughton,1899
s000003532,Cyndi Lauper,1953
s000003533,Carol Laure,
s000003534,Stan Laurel,1890
s000003535,Laurel and Hardy,n.a.
s000003536,John Laurie,
s000003537,Piper Laurie,1932
s000003538,Ed Lauter,1940
s000003539,Harry Lauter,1920
s000003540,Daliah Lavi,1940
s000003541,John Phillip Law,1937
s000003542,Peter Lawford,1923
s000003543,Jody Lawrence,1930
s000003544,Adam Lawrence,
s000003545,Barbara Lawrence,1928
s000003546,Bruno Lawrence,
s000003547,Delphi Lawrence,1927
s000003548,Florence Lawrence,1886
s000003549,Gertrude Lawrence,1898
s000003550,Marc Lawrence,1910
s000003551,Steve Lawrence,
s000003552,Leigh Lawson,1944
s000003553,Wilfrid Lawson,1900
s000003554,Frank Lawton,1904
s000003555,George Lazenby,1939
s000003556,Robin Leach,
s000003557,Rosemary Leach,
s000003558,Cloris Leachman,1926
s000003559,Zarah Leander,1907
s000003560,Michael Learned,1939
s000003561,Denis Leary,1958
s000003562,JeanPierre Leaud,1944
s000003563,Stanley Leavitt,
s000003564,Kelly LeBrock,
s000003565,Francis Lederer,1906
s000003566,Otto Lederer,
s000003567,Anna Lee,1914
s000003568,Berlinda Lee,1935
s000003569,Bill Lee,1928
s000003570,Bernard Lee,1908
s000003571,Brandon Lee,1964
s000003572,Bruce Lee,1940
s000003573,Canada Lee,1907
s000003574,Carl Lee,
s000003575,China Lee,
s000003576,Christopher Lee,1922
s000003577,Cinque Lee,
s000003578,Cynthia Lee,
s000003579,Davey Lee,1925
s000003580,Dixie Lee,1911
s000003581,Dorothy Lee,1911
s000003582,Gypsy Rose Lee,1913
s000003583,Joie Lee,
s000003584,Mark Lee,
s000003585,Michele Lee,1942
s000003586,Robbie Lee,
s000003587,Peggy Lee,1921
s000003588,Pinky Lee,
s000003589,Spike,
s000003590,Richard Leech,1922
s000003591,Andrea Leeds,1914
s000003592,Thelma Leeds,1914
s000003593,Roger Leenhardt,
s000003594,Eva leGallienne,
s000003595,James LeGros,1950
s000003596,Beatrix Lehman,
s000003597,Fritz Leiber,1883
s000003598,Ron Leibman,1937
s000003599,Don Leifert,
s000003600,Janet Leigh,1927
s000003601,Jennifer Jason Leigh,1961
s000003602,Vivien Leigh,1913
s000003603,Barbara LeighHunt,1935
s000003604,Margaret Leighton,1922
s000003605,Tom Leindecker,
s000003606,Frederick Leister,1885
s000003607,Donovan Leitch,
s000003608,Virginia Leith,1932
s000003609,Paul LeMat,1952
s000003610,Harvey Lembeck,1925
s000003611,Michael Lembeck,
s000003612,Jack Lemmon,1925
s000003613,Meadowlark Lemon,
s000003614,John Lennon,
s000003615,Jean Lenoir,
s000003616,Rula Lenska,
s000003617,Leib Lensky,
s000003618,Lotte Lenya,1899
s000003619,Kay Lenz,1953
s000003620,Rick Lenz,1939
s000003621,Valerie Leon,
s000003622,Murray Leonard,1898
s000003623,Sheldon Leonard,1907
s000003624,Tea Leoni,
s000003625,Michael Lerner,
s000003626,Madeleine Leroux,
s000003627,Joan Leslie,1925
s000003628,Bob Lesser,
s000003629,Bruce Lester,1912
s000003630,Buddy Lester,
s000003631,Mark Lester,1958
s000003632,Al Lettieri,1927
s000003633,Oscar Levant,1906
s000003634,Sam Levene,1905
s000003635,David Lewis,
s000003636,Diana Lewis,1915
s000003637,Fiona Lewis,1946
s000003638,Geoffrey Lewis,
s000003639,Jenny Lewis,1975
s000003640,Jerry Lewis,1926
s000003641,Jerry Lee Lewis,
s000003642,Joe Lewis,
s000003643,Ronald Lewis,1928
s000003644,Sheldon Lewis,1868
s000003645,Edward Lexy,1897
s000003646,Viola Leyel,
s000003647,John Leyton,1939
s000003648,Brian Libby,
s000003649,Liberace,
s000003650,Anne Libert,
s000003651,Jeremy Licht,
s000003652,Mitchell Lichtenstein,
s000003653,Anki Liden,
s000003654,Ron Liebman,
s000003655,Lo Lieh,
s000003656,Albert Lieven,1906
s000003657,Gordon Lightfoot,
s000003658,Beatrice Lillie,1898
s000003659,Elmo Lincoln,1889
s000003660,Gunnel Lindblom,1931
s000003661,Eric Linden,1909
s000003662,Hal Linden,1932
s000003663,Jennie Linden,1939
s000003664,Cec Linder,1921
s000003665,Max Linder,1883
s000003666,Viveca Lindfors,1920
s000003667,Audra Lindley,
s000003668,Olga Lindo,1898
s000003669,Margaret Lindsay,1910
s000003670,Mark LinnBaker,
s000003671,L\'eon M. Lion,
s000003672,Eugene Lipinski,
s000003673,Dennis Lipscomb,
s000003674,Virna Lisi,1937
s000003675,Francis Lister,1899
s000003676,Moira Lister,1923
s000003677,John Litel,1895
s000003678,John Lithgow,
s000003679,Ann Little,
s000003680,Cleavon Little,1939
s000003681,Lucien Littlefield,1895
s000003682,Jack Livesey,1901
s000003683,Roger Livesey,1906
s000003684,Sam Livesey,1873
s000003685,Margaret Livingston,1900
s000003686,Stanley Livingston,
s000003687,Desmond Llewellyn,
s000003688,Christopher Lloyd,
s000003689,Doris Lloyd,1899
s000003690,Emily Lloyd,
s000003691,Harold Lloyd,1893
s000003692,Kathleen Lloyd,
s000003693,Norman Lloyd,1914
s000003694,Charles Lloyd-Pack,1905
s000003695,Tony LoBianco,
s000003696,Philip Locke,
s000003697,Sondra Locke,1947
s000003698,Calvin Lockhart,1934
s000003699,Gene Lockhart,1891
s000003700,June Lockhart,1925
s000003701,Kathleen Lockhart,1893
s000003702,Heather Locklear,
s000003703,Gary Lockwood,1937
s000003704,Margaret Lockwood,1916
s000003705,Barbara Loden,
s000003706,John Loder,1898
s000003707,David Lodge,1922
s000003708,John Lodge,1903
s000003709,Jaqueline Logan,
s000003710,Robert F. Logan,
s000003711,Robert Loggia,1930
s000003712,Marie Lohr,1890
s000003713,Gina Lollobrigida,1927
s000003714,Herbert Lom,1917
s000003715,Herbert Lomas,1887
s000003716,Karina Lombard,1969
s000003717,Carole Lombard,1908
s000003718,Sol Lomita,
s000003719,Julie London,1926
s000003720,John Lone,
s000003721,Audrey Long,1924
s000003722,Avon Long,
s000003723,Richard Long,1927
s000003724,Shelley Long,
s000003725,Walter Long,1879
s000003726,John Longden,1900
s000003727,Terence Longden,1922
s000003728,Claudine Longet,
s000003729,Ray Lonnen,
s000003730,Michel Lonsdale,1931
s000003731,Richard Loo,1903
s000003732,Herbert Loom,
s000003733,Nancy Loomis,
s000003734,Rod Loomis,
s000003735,Gerry Lopez,
s000003736,Perry Lopez,
s000003737,Trini Lopez,1933
s000003738,Gail Lorber,
s000003739,Jack Lord,1922
s000003740,Marjorie Lord,1922
s000003741,Pauline Lord,1890
s000003742,Traci Lords,
s000003743,Tony Lorea,
s000003744,Sophia Loren,1934
s000003745,Marion Lorne,1886
s000003746,Peter Lorre,1904
s000003747,Joan Lorring,1926
s000003748,Tilly Losch,1901
s000003749,Bill Louie,
s000003750,Joe Louis,
s000003751,Willard Louis,
s000003752,Anita Louise,1915
s000003753,Tina Louise,1934
s000003754,Bessie Love,1898
s000003755,Montagu Love,1877
s000003756,Phyllis Love,
s000003757,Frank Lovejoy,1912
s000003758,Linda Lovelace,1952
s000003759,Dyson Lovell,
s000003760,Raymond Lovell,1900
s000003761,Lyle Lovett,1958
s000003762,Arthur Lowe,1914
s000003763,Edmund Lowe,1890
s000003764,Rob Lowe,
s000003765,Carrie Lowell,1964
s000003766,Robert Lowery,1916
s000003767,Lynn Lowry,
s000003768,Morton Lowry,1908
s000003769,Myrna Loy,1905
s000003770,Lisa Lu,
s000003771,Antonella Lualdi,1931
s000003772,Arthur Lucan,1887
s000003773,Lisa Lucas,
s000003774,Wilfred Lucas,1926
s000003775,Deborah Luce,
s000003776,Corinne Luchaire,1921
s000003777,Laurence Luckinbill,1934
s000003778,Charles Ludlam,
s000003779,Lorna Luft,
s000003780,Bela Lugosi,1882
s000003781,Paul Lukas,1887
s000003782,Jorge Luke,
s000003783,Keye Luke,1904
s000003784,Aldrick Lukes,
s000003785,Folco Lulli,1912
s000003786,Lulu,1948
s000003787,Joanna Lumley,1946
s000003788,Dayton Lummis,1903
s000003789,Barbara Luna,1937
s000003790,Art Lund,1915
s000003791,John Lund,1913
s000003792,Alfred Lunt,1892
s000003793,Ida Lupino,1914
s000003794,Stanley Lupino,1893
s000003795,Paul Lupone,
s000003796,Alfred Lutter,
s000003797,Thuy An Luu,1967
s000003798,Jimmy Lydon,1923
s000003799,Viola Lyel,1900
s000003800,Alfred Lynch,1933
s000003801,Richard Lynch,1936
s000003802,Paul Lynde,1926
s000003803,Robert Lynen,1921
s000003804,Carol Lynley,1942
s000003805,Ann Lynn,1934
s000003806,Diana Lynn,1926
s000003807,Jeffrey Lynn,1909
s000003808,Leni Lynn,1925
s000003809,Ralph Lynn,1882
s000003810,Sharon Lynn,1910
s000003811,Vera Lynn,1921
s000003812,Ben Lyon,1901
s000003813,Sue Lyon,1946
s000003814,Tom Lyons,
s000003815,Bert Lytell,1888
s000003816,James MacArthur,1937
s000003817,Ralph Macchio,
s000003818,Simon MacCorkindale,1952
s000003819,J.Farrell MacDonald,1875
s000003820,Jeanette MacDonald,
s000003821,Andie MacDowell,
s000003822,Niall MacGinnis,1913
s000003823,Jack MacGowran,1916
s000003824,Ali MacGraw,1938
s000003825,Marlena MacGuire,
s000003826,Stephen Macht,
s000003827,Helen Mack,1913
s000003828,Kerry Mack,
s000003829,Marion Mack,
s000003830,Dorothy Mackaill,1903
s000003831,Barry Mackay,1906
s000003832,Fulton Mackay,
s000003833,Janet MacLachian,
s000003834,Kyle MacLachlan,
s000003835,Sandy Mackendrick,1912
s000003836,Kenneth MacKenna,1899
s000003837,Shirley MacLaine,1934
s000003838,Barton MacLane,1900
s000003839,Douglass MacLean,1890
s000003840,Micheal MacLiammoir,1899
s000003841,Jena Malone,1984
s000003842,Aline MacMahon,1899
s000003843,Horace MacMahon,1907
s000003844,Fred MacMurray,1907
s000003845,Robert MacNaughton,
s000003846,Patrick MacNee,1922
s000003847,Kristy MacNichol,1976
s000003848,Peter MacNicol,
s000003849,Norman Macowan,1877
s000003850,Douglas MacPhail,1910
s000003851,Elle MacPherson,1966
s000003852,Jeanie MacPherson,1878
s000003853,Duncan Macrae,1905
